,Accession,Segment,Nuc_Completeness,Species
2133,EF208940.1,S,partial,Orthohantavirus hantanense
2134,EF208941.1,S,partial,Orthohantavirus hantanense
2135,EF208942.1,M,partial,Orthohantavirus hantanense
2136,EF208943.1,M,partial,Orthohantavirus hantanense
2137,EF208944.1,M,partial,Orthohantavirus hantanense
2138,EF208945.1,M,partial,Orthohantavirus hantanense
2139,EF208946.1,M,partial,Orthohantavirus hantanense
2140,EF208947.1,M,partial,Orthohantavirus hantanense
2141,EF208948.1,M,partial,Orthohantavirus hantanense
2142,EF208949.1,M,partial,Orthohantavirus hantanense
2143,EF208950.1,M,partial,Orthohantavirus hantanense
2144,EF208951.1,M,partial,Orthohantavirus hantanense
2145,EF208952.1,M,partial,Orthohantavirus hantanense
2146,EF208953.1,S,partial,Orthohantavirus hantanense
2147,EF208954.1,M,partial,Orthohantavirus hantanense
2148,EF371454.1,M,complete,Orthohantavirus hantanense
2149,EF210126.1,M,partial,Orthohantavirus hantanense
2150,EF210132.1,S,partial,Orthohantavirus hantanense
2151,EF121324.1,S,complete,Orthohantavirus hantanense
2152,EF077656.1,M,partial,Orthohantavirus hantanense
2153,DQ914791.1,M,partial,Orthohantavirus hantanense
2154,DQ914792.1,S,partial,Orthohantavirus hantanense
2155,DQ989237.1,L,complete,Orthohantavirus hantanense
2156,DQ658415.1,S,partial,Orthohantavirus hantanense
2157,DQ371905.1,M,complete,Orthohantavirus hantanense
2158,DQ371906.1,L,complete,Orthohantavirus hantanense
2159,DQ496249.1,M,partial,Orthohantavirus hantanense
2160,AY748307.1,M,partial,Orthohantavirus hantanense
2161,AY748308.1,S,partial,Orthohantavirus hantanense
2162,AY748309.1,S,partial,Orthohantavirus hantanense
2163,DQ081717.1,S,partial,Orthohantavirus hantanense
2164,DQ081718.1,S,partial,Orthohantavirus hantanense
2165,DQ056290.1,M,partial,Orthohantavirus hantanense
2166,DQ056291.1,M,partial,Orthohantavirus hantanense
2167,DQ056292.1,L,partial,Orthohantavirus hantanense
2168,DQ056293.1,M,partial,Orthohantavirus hantanense
2169,DQ056294.1,M,partial,Orthohantavirus hantanense
2170,DQ056295.1,M,partial,Orthohantavirus hantanense
2171,AY839871.1,S,partial,Orthohantavirus hantanense
2172,AY675349.1,S,partial,Orthohantavirus hantanense
2173,AY675350.1,S,partial,Orthohantavirus hantanense
2174,AY675352.1,S,partial,Orthohantavirus hantanense
2175,AY675353.1,M,partial,Orthohantavirus hantanense
2176,AY675354.1,L,partial,Orthohantavirus hantanense
2177,AB127993.1,M,partial,Orthohantavirus hantanense
2178,AB127994.1,M,partial,Orthohantavirus hantanense
2179,AB127995.1,M,partial,Orthohantavirus hantanense
2180,AB127996.1,S,partial,Orthohantavirus hantanense
2181,AB127997.1,S,partial,Orthohantavirus hantanense
2182,AB127998.1,S,partial,Orthohantavirus hantanense
2183,AY425612.1,S,partial,Orthohantavirus hantanense
2184,AB086619.1,M,partial,Orthohantavirus hantanense
2185,AB086620.1,M,partial,Orthohantavirus hantanense
2186,AB086621.1,M,partial,Orthohantavirus hantanense
2187,AF288644.1,S,partial,Orthohantavirus hantanense
2188,AF288645.1,M,partial,Orthohantavirus hantanense
2189,AF288646.1,S,partial,Orthohantavirus hantanense
2190,AF288656.1,M,partial,Orthohantavirus hantanense
2191,AF288657.1,S,partial,Orthohantavirus hantanense
2192,AF288658.1,M,partial,Orthohantavirus hantanense
2193,AF288659.1,S,partial,Orthohantavirus hantanense
2194,AF427318.1,S,partial,Orthohantavirus hantanense
2195,AF427319.1,S,partial,Orthohantavirus hantanense
2196,AF427320.1,S,partial,Orthohantavirus hantanense
2197,AF427321.1,S,partial,Orthohantavirus hantanense
2198,AF427322.1,S,partial,Orthohantavirus hantanense
2199,AF427323.1,S,partial,Orthohantavirus hantanense
2200,AF427324.1,S,partial,Orthohantavirus hantanense
2201,AF427325.1,M,partial,Orthohantavirus hantanense
2202,AF427326.1,M,partial,Orthohantavirus hantanense
2203,AF427327.1,M,partial,Orthohantavirus hantanense
2204,AF427328.1,M,partial,Orthohantavirus hantanense
2205,AF427329.1,M,partial,Orthohantavirus hantanense
2206,AF427330.1,M,partial,Orthohantavirus hantanense
2207,AF427331.1,M,partial,Orthohantavirus hantanense
2208,AF332569.1,M,partial,Orthohantavirus hantanense
2209,AF332570.1,M,partial,Orthohantavirus hantanense
2210,AF332571.1,M,partial,Orthohantavirus hantanense
2211,AF332572.1,S,partial,Orthohantavirus hantanense
2212,AF332573.1,S,partial,Orthohantavirus hantanense
2213,AB071183.1,S,partial,Orthohantavirus hantanense
2214,AB071184.1,S,partial,Orthohantavirus hantanense
2215,AB071185.1,M,partial,Orthohantavirus hantanense
2216,AB071186.1,M,partial,Orthohantavirus hantanense
2217,AB071187.1,M,partial,Orthohantavirus hantanense
2218,AB071188.1,M,partial,Orthohantavirus hantanense
2219,AF366568.1,S,partial,Orthohantavirus hantanense
2220,AF366569.1,M,partial,Orthohantavirus hantanense
2221,AF345636.2,M,partial,Orthohantavirus hantanense
2222,AF336826.1,L,partial,Orthohantavirus hantanense
2223,AY017064.1,S,complete,Orthohantavirus hantanense
2224,AF321094.1,S,partial,Orthohantavirus hantanense
2225,AF321095.1,S,partial,Orthohantavirus hantanense
2226,AF288292.1,L,partial,Orthohantavirus hantanense
2227,AF288293.1,M,partial,Orthohantavirus hantanense
2228,AF288294.1,S,partial,Orthohantavirus hantanense
2229,AF288296.1,S,partial,Orthohantavirus hantanense
2230,AF246981.1,M,partial,Orthohantavirus hantanense
2231,AF164206.1,M,partial,Orthohantavirus hantanense
2232,AF164207.1,M,partial,Orthohantavirus hantanense
2233,AF164208.1,M,partial,Orthohantavirus hantanense
2234,AF164209.1,M,partial,Orthohantavirus hantanense
2235,AF164210.1,M,partial,Orthohantavirus hantanense
2236,AF164211.1,M,partial,Orthohantavirus hantanense
2237,AF164212.1,M,partial,Orthohantavirus hantanense
2238,AF164213.1,M,partial,Orthohantavirus hantanense
2239,AF164214.1,M,partial,Orthohantavirus hantanense
2240,AF164215.1,M,partial,Orthohantavirus hantanense
2241,AF164216.1,M,partial,Orthohantavirus hantanense
2242,AB027055.1,M,partial,Orthohantavirus hantanense
2243,AB027056.1,M,partial,Orthohantavirus hantanense
2244,AB027057.1,M,partial,Orthohantavirus hantanense
2245,AB027058.1,M,partial,Orthohantavirus hantanense
2246,AB027059.1,M,partial,Orthohantavirus hantanense
2247,AB027061.1,M,partial,Orthohantavirus hantanense
2248,AB027062.1,M,partial,Orthohantavirus hantanense
2249,AB027063.1,M,partial,Orthohantavirus hantanense
2250,AB027064.1,M,partial,Orthohantavirus hantanense
2251,AB027065.1,M,partial,Orthohantavirus hantanense
2252,AB027066.1,M,partial,Orthohantavirus hantanense
2253,AB027067.1,M,partial,Orthohantavirus hantanense
2254,AB027068.1,M,partial,Orthohantavirus hantanense
2255,AB027069.1,M,partial,Orthohantavirus hantanense
2256,AB027070.1,M,partial,Orthohantavirus hantanense
2257,AB027071.1,M,partial,Orthohantavirus hantanense
2259,AB027073.1,M,partial,Orthohantavirus hantanense
2260,AB027074.1,M,partial,Orthohantavirus hantanense
2261,AB027075.1,M,partial,Orthohantavirus hantanense
2262,AB027076.1,M,partial,Orthohantavirus hantanense
2263,AB027077.1,M,partial,Orthohantavirus hantanense
2264,AB027078.1,M,partial,Orthohantavirus hantanense
2265,AB027079.1,M,partial,Orthohantavirus hantanense
2266,AB027080.1,M,partial,Orthohantavirus hantanense
2267,AB027081.1,M,partial,Orthohantavirus hantanense
2268,AB027082.1,M,partial,Orthohantavirus hantanense
2269,AB027083.1,M,partial,Orthohantavirus hantanense
2270,AB027084.1,M,partial,Orthohantavirus hantanense
2271,AB027085.1,M,partial,Orthohantavirus hantanense
2272,AB027086.1,M,partial,Orthohantavirus hantanense
2273,AB027087.1,M,partial,Orthohantavirus hantanense
2274,AB027088.1,M,partial,Orthohantavirus hantanense
2275,AB027089.1,M,partial,Orthohantavirus hantanense
2276,AB027090.1,M,partial,Orthohantavirus hantanense
2277,AB027091.1,M,partial,Orthohantavirus hantanense
2278,AB027092.1,M,partial,Orthohantavirus hantanense
2279,AB027093.1,S,partial,Orthohantavirus hantanense
2280,AB027094.1,S,partial,Orthohantavirus hantanense
2281,AB027095.1,S,partial,Orthohantavirus hantanense
2282,AB027096.1,S,partial,Orthohantavirus hantanense
2283,AB027097.1,S,partial,Orthohantavirus hantanense
2284,AB027098.1,S,partial,Orthohantavirus hantanense
2285,AB027099.1,S,partial,Orthohantavirus hantanense
2286,AB027100.1,S,partial,Orthohantavirus hantanense
2287,AB027101.1,S,partial,Orthohantavirus hantanense
2288,AB027102.1,S,partial,Orthohantavirus hantanense
2289,AB027103.1,S,partial,Orthohantavirus hantanense
2290,AB027104.1,S,partial,Orthohantavirus hantanense
2291,AB027105.1,S,partial,Orthohantavirus hantanense
2292,AB027106.1,S,partial,Orthohantavirus hantanense
2293,AB027107.1,S,partial,Orthohantavirus hantanense
2294,AB027108.1,S,partial,Orthohantavirus hantanense
2295,AB027109.1,S,partial,Orthohantavirus hantanense
2296,AB027110.1,S,partial,Orthohantavirus hantanense
2297,AB027111.1,S,partial,Orthohantavirus hantanense
2298,AB027112.1,S,partial,Orthohantavirus hantanense
2299,AB027113.1,S,partial,Orthohantavirus hantanense
2300,AB027114.1,S,partial,Orthohantavirus hantanense
2301,AB027115.2,M,partial,Orthohantavirus hantanense
2302,AB027523.1,S,partial,Orthohantavirus hantanense
2303,AF172422.1,M,partial,Orthohantavirus hantanense
2304,AF172423.1,M,partial,Orthohantavirus hantanense
2305,AF172424.1,M,partial,Orthohantavirus hantanense
2306,AB030232.1,M,partial,Orthohantavirus hantanense
2307,AF110773.1,M,partial,Orthohantavirus hantanense
2308,AF035831.1,M,partial,Orthohantavirus hantanense
2309,AF054973.1,M,partial,Orthohantavirus hantanense
2310,AF054974.1,S,partial,Orthohantavirus hantanense
2311,AF054975.1,S,partial,Orthohantavirus hantanense
2312,U71281.1,S,partial,Orthohantavirus hantanense
2313,U71282.1,S,partial,Orthohantavirus hantanense
2314,U71283.1,M,partial,Orthohantavirus hantanense
2315,U71369.1,M,partial,Orthohantavirus hantanense
2316,U71370.1,S,partial,Orthohantavirus hantanense
2317,U71371.1,S,partial,Orthohantavirus hantanense
2318,U71372.1,M,partial,Orthohantavirus hantanense
2319,U71373.1,M,partial,Orthohantavirus hantanense
2320,U38910.1,M,partial,Orthohantavirus hantanense
2321,U38911.1,M,partial,Orthohantavirus hantanense
2322,X95077.1,S,partial,Orthohantavirus hantanense
2323,U37729.1,M,partial,Orthohantavirus hantanense
2324,U37768.1,S,partial,Orthohantavirus hantanense
2325,U38177.1,M,partial,Orthohantavirus hantanense
2326,S74081.1,S,partial,Orthohantavirus hantanense
2327,D25528.1,L,partial,Orthohantavirus hantanense
2328,D25529.1,M,partial,Orthohantavirus hantanense
2329,D25530.1,S,partial,Orthohantavirus hantanense
2330,D25531.1,L,partial,Orthohantavirus hantanense
2331,D25532.1,M,partial,Orthohantavirus hantanense
2332,D25533.1,S,partial,Orthohantavirus hantanense
2333,L08753.1,M,partial,Orthohantavirus hantanense
2334,M14626.1,S,partial,Orthohantavirus hantanense
2335,M14627.1,M,partial,Orthohantavirus hantanense
2336,M57432.1,M,partial,Orthohantavirus hantanense
2337,M57637.1,M,partial,Orthohantavirus hantanense
2338,D00376.1,M,partial,Orthohantavirus hantanense
2339,D00377.1,M,partial,Orthohantavirus hantanense
2340,X55901.1,L,partial,Orthohantavirus hantanense
2341,Y00386.1,M,partial,Orthohantavirus hantanense
