Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
PV600332.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa23s-H4239,L,"Orthohantavirus hantanense strain Yanbian-Aa23s-H4239 segment L RNA-dependent RNA polymerase gene, complete cds",6467,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600333.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3981,M,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3981 segment M glycoprotein gene, complete cds",3421,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600334.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22a-H3999,M,"Orthohantavirus hantanense strain Yanbian-Aa22a-H3999 segment M glycoprotein gene, complete cds",3419,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600335.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22a-H4010,M,"Orthohantavirus hantanense strain Yanbian-Aa22a-H4010 segment M glycoprotein gene, partial cds",3430,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600336.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3931,M,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3931 segment M glycoprotein gene, complete cds",3430,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600337.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Rn22a-H4086,M,"Orthohantavirus hantanense strain Yanbian-Rn22a-H4086 segment M glycoprotein gene, complete cds",3418,partial,"China: Yanbian, Jilin",China,,Rattus norvegicus,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600338.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Rn22a-H4103,M,"Orthohantavirus hantanense strain Yanbian-Rn22a-H4103 segment M glycoprotein gene, complete cds",3417,partial,"China: Yanbian, Jilin",China,,Rattus norvegicus,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600339.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Rn22a-H3954,M,"Orthohantavirus hantanense strain Yanbian-Rn22a-H3954 segment M glycoprotein gene, complete cds",3437,partial,"China: Yanbian, Jilin",China,,Rattus norvegicus,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600340.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3977,M,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3977 segment M glycoprotein gene, complete cds",3424,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600341.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3928,M,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3928 segment M glycoprotein gene, complete cds",3427,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600342.1,GenBank,,,,,Amur virus,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22a-H4029,M,"Amur virus strain Yanbian-Aa22a-H4029 segment M glycoprotein gene, complete cds",3444,partial,"China: Yanbian, Jilin",China,,Apodemus peninsulae,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600343.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa23s-H4239,M,"Orthohantavirus hantanense strain Yanbian-Aa23s-H4239 segment M glycoprotein gene, complete cds",3436,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600344.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3981,S,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3981 segment S nucleocapsid protein gene, complete cds",1502,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600345.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22a-H3999,S,"Orthohantavirus hantanense strain Yanbian-Aa22a-H3999 segment S nucleocapsid protein gene, complete cds",1488,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600346.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22a-H4010,S,"Orthohantavirus hantanense strain Yanbian-Aa22a-H4010 segment S nucleocapsid protein gene, complete cds",1487,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600347.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3931,S,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3931 segment S nucleocapsid protein gene, complete cds",1470,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600348.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Rn22a-H4086,S,"Orthohantavirus hantanense strain Yanbian-Rn22a-H4086 segment S nucleocapsid protein gene, complete cds",1503,partial,"China: Yanbian, Jilin",China,,Rattus norvegicus,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600349.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Rn22a-H4103,S,"Orthohantavirus hantanense strain Yanbian-Rn22a-H4103 segment S nucleocapsid protein gene, complete cds",1460,partial,"China: Yanbian, Jilin",China,,Rattus norvegicus,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600350.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Rn22a-H3954,S,"Orthohantavirus hantanense strain Yanbian-Rn22a-H3954 segment S nucleocapsid protein gene, complete cds",1468,partial,"China: Yanbian, Jilin",China,,Rattus norvegicus,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600351.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3977,S,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3977 segment S nucleocapsid protein gene, complete cds",1463,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600352.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22s-H3928,S,"Orthohantavirus hantanense strain Yanbian-Aa22s-H3928 segment S nucleocapsid protein gene, complete cds",1426,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV600353.1,GenBank,,,,,Amur virus,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa22a-H4029,S,"Amur virus strain Yanbian-Aa22a-H4029 segment S nucleocapsid protein gene, complete cds",1490,partial,"China: Yanbian, Jilin",China,,Apodemus peninsulae,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-09-01,2025-10-31,ssRNA(-)
PV600354.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Yanbian-Aa23s-H4239,S,"Orthohantavirus hantanense strain Yanbian-Aa23s-H4239 segment S nucleocapsid protein gene, complete cds",1440,partial,"China: Yanbian, Jilin",China,,Apodemus agrarius,lung,"Wang,Z., Peng,Y., Gu,Y., Zhang,G.","The First Hospital of Jilin University, Infectious Diseases and Reverse Genetics Laboratory",China,,2022-03-01,2025-10-31,ssRNA(-)
PV882772.1,GenBank,,SRR33689538,SAMN48694842,PRJNA1266864,Amur virus,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,24_2_K87_1,,"MAG: Amur virus isolate 24_2_K87_1 RNA-dependent RNA-polymerase-like gene, complete sequence",6480,partial,China,China,,Homo sapiens,,"Zhang,M.-Q., Shi,G.-Y., Zhang,X.-A., Liu,W.","State Key Laboratory of Pathogen and Biosecurity, Academy of Military Medical Science",China,,2024,2025-07-21,ssRNA(-)
PV890472.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,SNU01,L,"Orthohantavirus hantanense isolate SNU01 segment L, partial sequence",6530,partial,South Korea,South Korea,,Homo sapiens,blood,"Joowan,K., Hyo-Jin,R., Yebeen,L., Nam-Hyuk,C.","Seoul National University, Department of Microbiology and Immunology",South Korea,,,2025-07-19,ssRNA(-)
PV890473.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,SNU01,M,"Orthohantavirus hantanense isolate SNU01 segment M, partial sequence",3614,partial,South Korea,South Korea,,Homo sapiens,blood,"Joowan,K., Hyo-Jin,R., Yebeen,L., Nam-Hyuk,C.","Seoul National University, Department of Microbiology and Immunology",South Korea,,,2025-07-19,ssRNA(-)
PV890474.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,SNU01,S,"Orthohantavirus hantanense isolate SNU01 segment S, complete sequence",1696,complete,South Korea,South Korea,,Homo sapiens,blood,"Joowan,K., Hyo-Jin,R., Yebeen,L., Nam-Hyuk,C.","Seoul National University, Department of Microbiology and Immunology",South Korea,,,2025-07-19,ssRNA(-)
PV848108.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,14_2023_Baley,L,"Orthohantavirus hantanense strain 14_2023_Baley RNA-dependent RNA polymerase gene, partial cds",378,partial,"Russia: Zabaikalsky Krai, Baley",Russia,,Apodemus peninsulae,,"Sevostyanova,A.V., Bondaryuk,A.N., Andaev,E.I.","Irkutsk Antiplague Research Institute of Siberia and Far East, Rospotrebnadzor",,,2023,2025-07-05,ssRNA(-)
PV848109.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,14_2023_Baley,S,"Orthohantavirus hantanense strain 14_2023_Baley nucleocapsid protein gene, partial cds",743,partial,"Russia: Zabaikalsky Krai, Baley",Russia,,Apodemus peninsulae,,"Sevostyanova,A.V., Bondaryuk,A.N., Andaev,E.I.","Irkutsk Antiplague Research Institute of Siberia and Far East, Rospotrebnadzor",,,2023,2025-07-05,ssRNA(-)
PV848110.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,169_2019_Baley,L,"Orthohantavirus hantanense strain 169_2019_Baley RNA-dependent RNA polymerase gene, partial cds",369,partial,"Russia: Zabaikalsky Krai, Baley",Russia,,Apodemus peninsulae,,"Sevostyanova,A.V., Bondaryuk,A.N., Andaev,E.I.","Irkutsk Antiplague Research Institute of Siberia and Far East, Rospotrebnadzor",,,2019,2025-07-05,ssRNA(-)
PV848111.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,169_2019_Baley,S,"Orthohantavirus hantanense strain 169_2019_Baley nucleocapsid protein gene, partial cds",1011,partial,"Russia: Zabaikalsky Krai, Baley",Russia,,Apodemus peninsulae,,"Sevostyanova,A.V., Bondaryuk,A.N., Andaev,E.I.","Irkutsk Antiplague Research Institute of Siberia and Far East, Rospotrebnadzor",,,2019,2025-07-05,ssRNA(-)
PV848112.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,5_2019_Baley,L,"Orthohantavirus hantanense strain 5_2019_Baley RNA-dependent RNA polymerase gene, partial cds",366,partial,"Russia: Zabaikalsky Krai, Baley",Russia,,Homo sapiens,,"Sevostyanova,A.V., Bondaryuk,A.N., Andaev,E.I.","Irkutsk Antiplague Research Institute of Siberia and Far East, Rospotrebnadzor",,,2019,2025-07-05,ssRNA(-)
PV848113.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,5_2019_Baley,S,"Orthohantavirus hantanense strain 5_2019_Baley nucleocapsid protein gene, partial cds",545,partial,"Russia: Zabaikalsky Krai, Baley",Russia,,Homo sapiens,,"Sevostyanova,A.V., Bondaryuk,A.N., Andaev,E.I.","Irkutsk Antiplague Research Institute of Siberia and Far East, Rospotrebnadzor",,,2019,2025-07-05,ssRNA(-)
PQ410874.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac22-19,,"Orthohantavirus hantanense isolate Ac22-19 nucleocapsid protein gene, complete cds",1698,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2022-03-24,2025-06-10,ssRNA(-)
PQ410875.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac22-24,,"Orthohantavirus hantanense isolate Ac22-24 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2022-03-24,2025-06-10,ssRNA(-)
PQ410876.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-1,,"Orthohantavirus hantanense isolate Ac23-1 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-18,2025-06-10,ssRNA(-)
PQ410877.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-15,,"Orthohantavirus hantanense isolate Ac23-15 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-19,2025-06-10,ssRNA(-)
PQ410878.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-17,,"Orthohantavirus hantanense isolate Ac23-17 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-19,2025-06-10,ssRNA(-)
PQ410879.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-18,,"Orthohantavirus hantanense isolate Ac23-18 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-19,2025-06-10,ssRNA(-)
PQ410880.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-19,,"Orthohantavirus hantanense isolate Ac23-19 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-19,2025-06-10,ssRNA(-)
PQ410881.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-20,,"Orthohantavirus hantanense isolate Ac23-20 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-19,2025-06-10,ssRNA(-)
PQ410882.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-22,,"Orthohantavirus hantanense isolate Ac23-22 nucleocapsid protein gene, complete cds",1697,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-19,2025-06-10,ssRNA(-)
PQ410883.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac22-19,,"Orthohantavirus hantanense isolate Ac22-19 glycoprotein gene, complete cds",3618,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2022-03-24,2025-06-10,ssRNA(-)
PQ410884.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac22-24,,"Orthohantavirus hantanense isolate Ac22-24 glycoprotein gene, complete cds",3618,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2022-03-24,2025-06-10,ssRNA(-)
PQ410885.1,GenBank,,,,,Orthohantavirus hantanense,Orthohantavirus hantanense,Orthohantavirus,Hantaviridae,,Ac23-1,,"Orthohantavirus hantanense isolate Ac23-1 glycoprotein gene, complete cds",3618,partial,South Korea: Jeju Island,South Korea,,Apodemus chejuensis,lung,"Park,K., Song,J.-W., Noh,J.","Korea University College of Medicine, Department of Microbiology",,,2023-04-18,2025-06-10,ssRNA(-)
