Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
PQ673795.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Teteevo/MG_167/2015,M,"Orthohantavirus puumalaense isolate PUUV/Teteevo/MG_167/2015 segment M glycoprotein precursor, gene, partial cds",1014,partial,Russia: the Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-04,ssRNA(-)
PQ741736.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Aleksandrovka/MG_2066/2020,M,"Orthohantavirus puumalaense strain PUUV/Aleksandrovka/MG_2066/2020 glycoprotein precursor, gene, partial cds",1454,partial,Russia: the Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Institute of Fundamental Medicine and Biology - Kazan Federal University, OpenLab 'Gene and Cell Technologies'",,,2020,2025-02-04,ssRNA(-)
PQ660163.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Yash-Ketch/MG_060/2015,S,"Orthohantavirus puumalaense strain PUUV/Yash-Ketch/MG_060/2015 N protein gene, complete cds",1302,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660164.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Krutushka/MG_068/2015,S,"Orthohantavirus puumalaense strain PUUV/Krutushka/MG_068/2015 N protein gene, complete cds",1302,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660165.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Novopolsky/MG_113/2015,S,"Orthohantavirus puumalaense strain PUUV/Novopolsky/MG_113/2015 N protein gene, complete cds",1302,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660166.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Vasilevo/MG_130/2015,S,"Orthohantavirus puumalaense strain PUUV/Vasilevo/MG_130/2015 N protein gene, complete cds",1302,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660167.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Teteevo/MG_167/2015,S,"Orthohantavirus puumalaense strain PUUV/Teteevo/MG_167/2015 N protein gene, complete cds",1302,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660168.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Staraya_Pristan/MG_188/2015,S,"Orthohantavirus puumalaense strain PUUV/Staraya_Pristan/MG_188/2015 N protein gene, complete cds",1302,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660169.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Shamsutdin lake/MG_2180/2020,M,"Orthohantavirus puumalaense strain PUUV/Shamsutdin lake/MG_2180/2020 glycoprotein precursor, gene, partial cds",1113,partial,Russia: Republic of Bashkortostan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-02-03,ssRNA(-)
PQ660170.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Yash-Ketch/MG_060/2015,M,"Orthohantavirus puumalaense strain PUUV/Yash-Ketch/MG_060/2015 glycoprotein precursor, gene, partial cds",1014,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660171.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Krutushka/MG_068/2015,M,"Orthohantavirus puumalaense strain PUUV/Krutushka/MG_068/2015 glycoprotein precursor, gene, partial cds",1014,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ660172.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Novopolsky/MG_113/2015,M,"Orthohantavirus puumalaense strain PUUV/Novopolsky/MG_113/2015 glycoprotein precursor, gene, partial cds",1014,partial,Russia: Republic of Tatarstan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2015,2025-02-03,ssRNA(-)
PQ653513.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Satka/MG_2281/2020,M,"Orthohantavirus puumalaense strain PUUV/Satka/MG_2281/2020 glycoprotein precursor, gene, partial cds",1116,partial,Russia: the Chelyabinsk Oblast,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-02-01,ssRNA(-)
PQ653514.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Satka/MG_2284/2020,M,"Orthohantavirus puumalaense strain PUUV/Satka/MG_2284/2020 glycoprotein precursor, gene, partial cds",1110,partial,Russia: the Chelyabinsk Oblast,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-02-01,ssRNA(-)
PQ653515.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Satka/MG_2295/2020,M,"Orthohantavirus puumalaense strain PUUV/Satka/MG_2295/2020 glycoprotein precursor, gene, partial cds",1110,partial,Russia: the Chelyabinsk Oblast,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-02-01,ssRNA(-)
PQ653516.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Satka/MG_2303/2020,M,"Orthohantavirus puumalaense strain PUUV/Satka/MG_2303/2020 glycoprotein precursor, gene, partial cds",1104,partial,Russia: the Chelyabinsk Oblast,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-02-01,ssRNA(-)
PQ653517.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Saransk/MG_2923/2021,M,"Orthohantavirus puumalaense strain PUUV/Saransk/MG_2923/2021 glycoprotein precursor, gene, partial cds",1522,partial,Russia: the Republic of Mordovia,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2021,2025-02-01,ssRNA(-)
PQ653518.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Myslec/MG_3495/2022,M,"Orthohantavirus puumalaense strain PUUV/Myslec/MG_3495/2022 glycoprotein precursor, gene, partial cds",1075,partial,Russia: the Chuvash Republic,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2022,2025-02-01,ssRNA(-)
PQ653519.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Aribashevo/MG_3569/2022,M,"Orthohantavirus puumalaense strain PUUV/Aribashevo/MG_3569/2022 glycoprotein precursor, gene, partial cds",966,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2022,2025-02-01,ssRNA(-)
PQ653520.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Aribashevo/MG_3591/2022,M,"Orthohantavirus puumalaense strain PUUV/Aribashevo/MG_3591/2022 glycoprotein precursor, gene, partial cds",3390,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2022,2025-02-01,ssRNA(-)
PQ653521.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Sarsaz/MG_3727/2023,M,"Orthohantavirus puumalaense strain PUUV/Sarsaz/MG_3727/2023 glycoprotein precursor, gene, complete cds",3111,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653522.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Sarsaz/MG_3731/2023,M,"Orthohantavirus puumalaense strain PUUV/Sarsaz/MG_3731/2023 glycoprotein precursor, gene, complete cds",3447,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653523.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Sarsaz/MG_3732/2023,M,"Orthohantavirus puumalaense strain PUUV/Sarsaz/MG_3732/2023 glycoprotein precursor, gene, partial cds",3143,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653524.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Sarsaz/MG_3734/2023,M,"Orthohantavirus puumalaense strain PUUV/Sarsaz/MG_3734/2023 glycoprotein precursor, gene, complete cds",3447,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653525.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Serafimovskiy/MG_3746/2023,M,"Orthohantavirus puumalaense strain PUUV/Serafimovskiy/MG_3746/2023 glycoprotein precursor, gene, partial cds",3332,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653526.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Serafimovskiy/MG_3751/2023,M,"Orthohantavirus puumalaense strain PUUV/Serafimovskiy/MG_3751/2023 glycoprotein precursor, gene, partial cds",3192,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653527.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Serafimovskiy/MG_3752/2023,M,"Orthohantavirus puumalaense strain PUUV/Serafimovskiy/MG_3752/2023 glycoprotein precursor, gene, partial cds",2624,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653528.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Serafimovskiy/MG_3759/2023,M,"Orthohantavirus puumalaense strain PUUV/Serafimovskiy/MG_3759/2023 glycoprotein precursor, gene, partial cds",3315,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653529.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Serafimovskiy/MR_3755/2023,M,"Orthohantavirus puumalaense strain PUUV/Serafimovskiy/MR_3755/2023 glycoprotein precursor, gene, complete cds",3447,partial,Russia: the Republic of Bashkortostan,Russia,,Clethrionomys rutilus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2023,2025-02-01,ssRNA(-)
PQ653530.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Shamsutdin lake/MG_2180/2020,M,"Orthohantavirus puumalaense strain PUUV/Shamsutdin lake/MG_2180/2020 glycoprotein precursor, gene, partial cds",1104,partial,Russia: the Republic of Bashkortostan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-02-01,ssRNA(-)
PQ634464.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Asha/MG_2239/2020,M,"Orthohantavirus puumalaense isolate PUUV/Asha/MG_2239/2020 segment M glycoprotein precursor, gene, partial cds",1136,partial,Russia: Chelyabinsk Oblast,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-01-22,ssRNA(-)
PQ634465.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Asha/MG_2240/2020,M,"Orthohantavirus puumalaense isolate PUUV/Asha/MG_2240/2020 segment M glycoprotein precursor, gene, partial cds",1131,partial,Russia: Chelyabinsk Oblast,Russia,,Myodes glareolus,,"Davidyuk,Y.N., Kabwe,E., Ismagilova,R.K., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.F., Morzunov,S.P.","Kazan Federal University, Institute of Fundamental Medicine and Biology",Russia,,2020,2025-01-22,ssRNA(-)
PQ641040.1,GenBank,,,,,Orthohantavirus puumalaense,Orthohantavirus puumalaense,Orthohantavirus,Hantaviridae,,PUUV/Shamsutdin lake/MG_2180/2020,S,"Orthohantavirus puumalaense isolate PUUV/Shamsutdin lake/MG_2180/2020 nucleocapsid protein gene, partial cds",1302,partial,Russia: Republic of Bashkortostan,Russia,,Myodes glareolus,,"Ismagilova,R.K., Davidyuk,Y.N., Kabwe,E., Knyazeva,A.V., Elboeva,P.I., Martynova,E.V., Ohlopkova,O.V., Stolbunova,K.A., Markelova,M.I., Ponomareva,E.R., Savitskaya,T.A., Isaeva,G.S., Rizvanov,A.A., Khaiboullina,S.V., Morzunov,S.P.","Institute of Fundamental Medicine and Biology - Kazan Federal University, OpenLab 'Gene and Cell Technologies'",,,2020,2025-01-15,ssRNA(-)
