Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
OM677638.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,21RS2853-24,M,"Dobrava-Belgrade orthohantavirus isolate 21RS2853-24 segment M, partial sequence",3475,partial,Italy,Italy,,Apodemus flavicollis,,"Leopardi,S., Drzewniokova,P., Baggieri,M., Marchi,A., Bucci,P., Bregoli,M., De Benedictis,P., Gobbo,F., Bellinati,L., Citterio,C., Monne,I., Pastori,A., Zamperin,G., Palumbo,E., Festa,F., Castellan,M., Zorzan,M., D'Ugo,E., Zucca,P., Terregino,C., Magurano,F., Schivo,A., Salviato,A., Fusaro,A., Milani,A.","Istituto Zooprofilattico Sperimentale delle Venezie, Genomics and viral transcriptomics laboratory",Italy,1,2021-07-20,2022-07-19,ssRNA(-)
OM677639.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,21RS2853-24,N,"Dobrava-Belgrade orthohantavirus isolate 21RS2853-24 segment N, complete sequence",1456,complete,Italy,Italy,,Apodemus flavicollis,,"Leopardi,S., Drzewniokova,P., Baggieri,M., Marchi,A., Bucci,P., Bregoli,M., De Benedictis,P., Gobbo,F., Bellinati,L., Citterio,C., Monne,I., Pastori,A., Zamperin,G., Palumbo,E., Festa,F., Castellan,M., Zorzan,M., D'Ugo,E., Zucca,P., Terregino,C., Magurano,F., Schivo,A., Salviato,A., Fusaro,A., Milani,A.","Istituto Zooprofilattico Sperimentale delle Venezie, Genomics and viral transcriptomics laboratory",Italy,1,2021-07-20,2022-07-19,ssRNA(-)
MT580910.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT17/RUS_23,L,"Dobrava-Belgrade orthohantavirus isolate LT17/RUS_23 RNA-dependent RNA polymerase gene, partial cds",411,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Emirhar,D., Balciauskas,L., Balciauskiene,L., Mayer-Scholl,A., Heckel,G., Ulrich,R.G.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2017,2021-07-09,ssRNA(-)
MT580911.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_2,L,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_2 RNA-dependent RNA polymerase gene, complete cds",6456,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580912.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/TYT_57,L,"Dobrava-Belgrade orthohantavirus isolate LT18/TYT_57 RNA-dependent RNA polymerase gene, partial cds",411,partial,Lithuania: Tytuvenai,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Emirhar,D., Balciauskas,L., Balciauskiene,L., Mayer-Scholl,A., Heckel,G., Ulrich,R.G.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580913.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT17/RUS_56,M,"Dobrava-Belgrade orthohantavirus isolate LT17/RUS_56 glycoprotein precursor, gene, partial cds",919,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Emirhar,D., Balciauskas,L., Balciauskiene,L., Mayer-Scholl,A., Heckel,G., Ulrich,R.G.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2017,2021-07-09,ssRNA(-)
MT580914.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_2,M,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_2 segment M glycoprotein precursor, gene, complete cds",3408,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580916.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/LK_11,M,"Dobrava-Belgrade orthohantavirus isolate LT18/LK_11 segment M glycoprotein precursor, gene, complete cds",3408,partial,Lithuania: Lukstas,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580917.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT17/RUS_56,S,"Dobrava-Belgrade orthohantavirus isolate LT17/RUS_56 nucleocapsid protein gene, complete cds",1290,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Emirhar,D., Balciauskas,L., Balciauskiene,L., Mayer-Scholl,A., Heckel,G., Ulrich,R.G.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2017,2021-07-09,ssRNA(-)
MT580918.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_2,S,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_2 nucleocapsid protein gene, complete cds",1290,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580919.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/LK_11,S,"Dobrava-Belgrade orthohantavirus isolate LT18/LK_11 nucleocapsid protein gene, complete cds",1290,partial,Lithuania: Lukstas,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580920.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/LK_57,S,"Dobrava-Belgrade orthohantavirus isolate LT18/LK_57 nucleocapsid protein gene, complete cds",1290,partial,Lithuania: Lukstas,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580921.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/TYT_44,S,"Dobrava-Belgrade orthohantavirus isolate LT18/TYT_44 nucleocapsid protein gene, complete cds",1290,partial,Lithuania: Tytuvenai,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580922.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT16/BR_42,S,"Dobrava-Belgrade orthohantavirus isolate LT16/BR_42 nucleocapsid protein gene, complete cds",1290,partial,Lithuania: Birzai,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2016,2021-07-09,ssRNA(-)
MT580923.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT17/RUS_14,S,"Dobrava-Belgrade orthohantavirus isolate LT17/RUS_14 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2017,2021-07-09,ssRNA(-)
MT580924.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT17/RUS_23,S,"Dobrava-Belgrade orthohantavirus isolate LT17/RUS_23 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2017,2021-07-09,ssRNA(-)
MT580925.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT17/RUS_69,S,"Dobrava-Belgrade orthohantavirus isolate LT17/RUS_69 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2017,2021-07-09,ssRNA(-)
MT580926.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_4,S,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_4 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580927.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_18,S,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_18 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580928.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_76,S,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_76 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580929.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_93,S,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_93 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580930.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/RUS_119,S,"Dobrava-Belgrade orthohantavirus isolate LT18/RUS_119 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Rusne,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580931.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/TYT_57,S,"Dobrava-Belgrade orthohantavirus isolate LT18/TYT_57 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Tytuvenai,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Emirhar,D., Balciauskas,L., Balciauskiene,L., Mayer-Scholl,A., Heckel,G., Ulrich,R.G.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MT580932.2,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,LT18/TYT_101,S,"Dobrava-Belgrade orthohantavirus isolate LT18/TYT_101 nucleocapsid protein gene, partial cds",798,partial,Lithuania: Tytuvenai,Lithuania,,Apodemus agrarius,lung,"Jeske,K., Schulz,J., Tekemen,L., Balciauskas,L., Balciauskiene,L., Hiltbrunner,M., Drewes,S., Mayer-Scholl,A., Heckel,G., Ulrich,R.G., Emirhar,D.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,,2018,2021-07-09,ssRNA(-)
MW091491.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,KS12/1827,M,"Orthohantavirus dobravaense isolate KS12/1827 glycoprotein precursor, gene, complete cds",3408,partial,"Austria: Lake Neusiedl, site 3",Austria,,Apodemus agrarius,"kidney, abdominal cavity","Jeske,K., Herzig-Straschil,B., Raileanu,C., Kunec,D., Tauchmann,O., Emirhar,D., Schmidt,S., Trimpert,J., Silaghi,C., Heckel,G., Ulrich,R.G., Drewes,S.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,1,2011,2021-02-09,ssRNA(-)
MW091492.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,KS18/1812,M,"Orthohantavirus dobravaense isolate KS18/1812 glycoprotein precursor, gene, complete cds",3408,partial,"Austria: Lake Neusiedl, site 10",Austria,,Apodemus agrarius,heart,"Jeske,K., Herzig-Straschil,B., Raileanu,C., Kunec,D., Tauchmann,O., Emirhar,D., Schmidt,S., Trimpert,J., Silaghi,C., Heckel,G., Ulrich,R.G., Drewes,S.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,1,2017,2021-02-09,ssRNA(-)
MW091493.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,KS12/1827,L,"Orthohantavirus dobravaense isolate KS12/1827 RNA-dependent RNA polymerase gene, complete cds",6456,partial,"Austria: Lake Neusiedl, site 3",Austria,,Apodemus agrarius,"kidney, abdominal cavity","Jeske,K., Herzig-Straschil,B., Raileanu,C., Kunec,D., Tauchmann,O., Emirhar,D., Schmidt,S., Trimpert,J., Silaghi,C., Heckel,G., Ulrich,R.G., Drewes,S.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,1,2011,2021-02-09,ssRNA(-)
MW091494.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,KS18/1812,L,"Orthohantavirus dobravaense isolate KS18/1812 RNA-dependent RNA polymerase gene, complete cds",6456,partial,"Austria: Lake Neusiedl, site 10",Austria,,Apodemus agrarius,heart,"Jeske,K., Herzig-Straschil,B., Raileanu,C., Kunec,D., Tauchmann,O., Emirhar,D., Schmidt,S., Trimpert,J., Silaghi,C., Heckel,G., Ulrich,R.G., Drewes,S.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,1,2017,2021-02-09,ssRNA(-)
MW151008.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,KS12/1827,S,"Orthohantavirus dobravaense isolate KS12/1827 nucleocapsid protein gene, complete cds",1290,partial,"Austria: Lake Neusiedl, site 3",Austria,,Apodemus agrarius,"kidney, abdominal cavity","Jeske,K., Herzig-Straschil,B., Raileanu,C., Kunec,D., Tauchmann,O., Emirhar,D., Schmidt,S., Trimpert,J., Silaghi,C., Heckel,G., Ulrich,R.G., Drewes,S.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,1,2011,2021-02-09,ssRNA(-)
MN854701.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,2019.00054,L,"Orthohantavirus dobravaense strain ex-southeast-Europe/Hu/FRA/2018/2019.00054 RNA-dependent RNA polymerase gene, partial cds",351,partial,France,France,,Homo sapiens,blood,"Antoine,M., Langlois,M.E., Bres,E., Rabeyrin,M., Reynes,J.-M., Deeb,A., Ripaux-Lefevre,M., Caro,V.","Institut Pasteur, Unite Environnement et Risques Infectieux",France,,2018-09-26,2021-01-13,ssRNA(-)
MN657233.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,KS18/1812,S,"Orthohantavirus dobravaense isolate KS18/1812 nucleocapsid protein gene, complete cds",1290,partial,"Austria: Lake Neusiedl, site 10",Austria,,Apodemus agrarius,lung,"Jeske,K., Herzig-Straschil,B., Raileanu,C., Kunec,D., Tauchmann,O., Emirhar,D., Schmidt,S., Trimpert,J., Silaghi,C., Heckel,G., Ulrich,R.G., Drewes,S.","Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut",Germany,1,2017,2020-12-15,ssRNA(-)
MH598462.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Orthohantavirus dobravaense strain Aa15-14 RNA-dependent RNA polymerase gene, partial cds",326,partial,Poland,Poland,,Apodemus agrarius,lung,"Song,J.-W.","School of Medicine, Korea University, Microbiology",,,2015-11-03,2020-07-31,ssRNA(-)
MH598463.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Orthohantavirus dobravaense strain Aa15-14 RNA-dependent RNA polymerase gene, partial cds",326,partial,Poland,Poland,,Apodemus agrarius,lung,"Song,J.-W.","School of Medicine, Korea University, Microbiology",,,2015-11-03,2020-07-31,ssRNA(-)
MH598464.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Orthohantavirus dobravaense strain Aa15-14 glycoprotein gene, partial cds",419,partial,Poland,Poland,,Apodemus agrarius,lung,"Song,J.-W.","School of Medicine, Korea University, Microbiology",,,2015-11-03,2020-07-31,ssRNA(-)
MH598465.1,GenBank,,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,,,"Orthohantavirus dobravaense strain Aa15-42 nucleocapsid protein gene, complete cds",1290,partial,Poland,Poland,,Apodemus agrarius,lung,"Song,J.-W.","School of Medicine, Korea University, Microbiology",,,2015-11-13,2020-07-31,ssRNA(-)
MK605641.1,GenBank,set:ddf5e83f9da05a63f585df7e478617fa2cbb8295,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOBV/hu1/Domasov nad Bystrici/CZ,L,"Orthohantavirus dobravaense isolate DOBV/hu1/Domasov nad Bystrici/CZ segment L RNA-dependent RNA polymerase gene, partial cds",195,partial,Czech Republic,Czech Republic,,Homo sapiens,blood,"Zelena,H., Strakova,P., Heroldova,M., Mrazek,J., Kastl,T., Zakovska,A., Ruzek,D., Smetana,J., Rudolf,I.","Institute of Vertebrate Biology, Molecular Genetics Laboratory",Czech Republic,1,2010,2019-11-09,ssRNA(-)
MK605642.1,GenBank,set:45f0d4b895a6a8fc81e5fb190051188d80501acc,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOBV/hu2/Josefovice/CZ,L,"Orthohantavirus dobravaense isolate DOBV/hu2/Josefovice/CZ segment L RNA-dependent RNA polymerase gene, partial cds",195,partial,Czech Republic,Czech Republic,,Homo sapiens,blood,"Zelena,H., Strakova,P., Heroldova,M., Mrazek,J., Kastl,T., Zakovska,A., Ruzek,D., Smetana,J., Rudolf,I.","Institute of Vertebrate Biology, Molecular Genetics Laboratory",Czech Republic,1,2011,2019-11-09,ssRNA(-)
MK605643.1,GenBank,set:0485c31bd3934f6c28f25c8ac12915d11feb5021,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,DOBV/hu3/Bilovec/CZ,L,"Orthohantavirus dobravaense isolate DOBV/hu3/Bilovec/CZ segment L RNA-dependent RNA polymerase gene, partial cds",195,partial,Czech Republic,Czech Republic,,Homo sapiens,blood,"Zelena,H., Strakova,P., Heroldova,M., Mrazek,J., Kastl,T., Zakovska,A., Ruzek,D., Smetana,J., Rudolf,I.","Institute of Vertebrate Biology, Molecular Genetics Laboratory",Czech Republic,1,2011,2019-11-09,ssRNA(-)
